-1.09016,1,0.7930132,-0.5121391,0.1932123,1.620029E+09,2940.897,2851.943
10.51025,1,0.5222512,2.485184,-0.4346821,1.619524E+09,3002.659,3157.717
1.871469,1,1.746222,1.007826,0.9132671,1.620768E+09,2848.345,2904.325
10.22007,1,-1.271336,0.2928146,1.793388,1.619807E+09,2863.735,2908
1.873585,1,2.19739,-0.2089594,0.9966051,1.620385E+09,3117.849,2800.236
3.055917,1,0.4331308,1.858092,1.107491,1.619945E+09,2906.585,2972.771
1.927545,1,-1.5702,-0.0660264,-0.2780863,1.620438E+09,3132.361,2968.465
4.593186,1,-0.9349056,-0.162765,1.019205,1.619837E+09,3062.492,2937.175
4.122615,1,0.06349335,-0.1998607,0.04543718,1.619473E+09,2995.428,2989.354
4.490171,1,-0.002393336,0.3005617,1.57578,1.620362E+09,2899.588,3042.802
8.455383,1,-2.276781,-0.7639073,0.2182885,1.619033E+09,2917.157,2922.228
2.199636,1,0.7574123,0.08196191,-1.046535,1.619973E+09,2965.165,2870.612
5.631366,1,-0.5484055,0.7430283,-0.2886887,1.618871E+09,2846.171,2922.043
-2.370706,1,0.1725495,-0.08402219,0.4815503,1.618572E+09,2974.443,3001.195
3.984932,1,0.562853,-0.7928945,-1.216376,1.619428E+09,2885.006,2984.758
1.349018,1,1.511818,-0.9221537,0.3081369,1.619577E+09,3001.233,2929.654
4.13838,1,0.6590252,0.8615624,-0.5201783,1.620539E+09,2977.703,3118.888
8.032151,1,1.122028,2.002942,-0.4423138,1.619755E+09,3088.777,3034.051
5.346978,1,-0.7846414,0.936551,-0.5993128,1.619625E+09,2940.784,3050.697
4.667168,1,-0.4256923,-1.615735,1.294578,1.620119E+09,2934.428,2970.669
4.580302,1,0.3929976,-0.5750566,0.8353912,1.619853E+09,2931.748,3022.364
3.582165,1,0.03675713,-0.003973089,-0.5660151,1.620804E+09,2998.414,3200.72
2.018412,1,-1.032084,-0.6761126,0.7884194,1.61991E+09,2955.74,3101.198
-0.04968167,1,-1.264861,-1.049628,-1.165929,1.619062E+09,3035.256,2969.754
3.552568,1,-0.2269653,-0.5432805,-0.53082,1.620069E+09,3007.317,2897.476
2.733352,1,0.7455893,0.5561445,-0.001058737,1.619784E+09,3000.716,2973.261
3.326618,1,0.3328192,0.2528377,-0.5125624,1.618811E+09,2981.24,2980.089
-2.291799,1,-1.12404,-0.9018147,1.242867,1.618468E+09,2923.43,3013.112
2.85286,1,-0.7061308,0.8243914,-0.6605828,1.619055E+09,2977.894,3014.58
2.452717,1,-0.7275439,-1.56028,0.1666242,1.619254E+09,2901.641,3036.207
7.41165,1,-1.834314,0.537994,-0.5532053,1.619689E+09,2889.572,3067.398
-4.146385,1,-0.4076879,-1.268354,0.09818141,1.620207E+09,2906.185,3207.204
4.701243,1,0.02686119,0.6405199,-1.146666,1.619462E+09,3067.862,2945.897
-0.810692,1,0.9116287,-0.5357618,-1.249927,1.619376E+09,2842.25,2892.951
-2.642508,1,1.634346,-1.019643,-0.2021117,1.619529E+09,2913.006,2962.754
1.682538,1,0.06068562,-0.8078815,0.1775003,1.619328E+09,3048.468,2951.486
1.946341,1,1.847573,0.05682522,1.307647,1.619493E+09,2981.395,3027.479
5.779451,1,0.08012495,0.9502114,-1.342935,1.619548E+09,3154.555,2952.049
3.583124,1,1.418556,-1.126763,0.861083,1.619172E+09,2938.862,3079.811
2.12947,1,1.458616,-0.2011683,0.232875,1.619182E+09,2965.224,2899.555
2.075481,1,0.05587734,-0.2284959,1.042257,1.619755E+09,2836.348,3010.499
7.076438,1,-1.517241,0.5587162,1.329098,1.620656E+09,3002.038,2884.401
5.704068,1,-0.04857922,0.7487454,0.945958,1.620037E+09,3089.174,3057.813
9.396037,1,-0.2143566,1.918204,-0.9856255,1.62067E+09,2912.725,2840.438
4.304883,1,2.095818,1.007208,-1.215867,1.619411E+09,3089.005,2969.15
3.831292,1,0.2023229,3.253349,-1.629206,1.619255E+09,2965.613,3044.947
1.06881,1,0.5177237,-0.161748,0.09231624,1.619075E+09,2781.322,2902.295
6.646175,1,1.678143,0.3337556,-0.02211742,1.618522E+09,3088.006,3019
2.230061,1,0.3852448,-1.178673,0.5134779,1.619862E+09,3072.386,3073.145
5.102124,1,-1.281887,1.077604,-0.2295536,1.620546E+09,3021.985,2950.74
3.082465,1,-0.5821508,-0.996181,1.261516,1.619859E+09,3078.987,2995.731
1.022445,1,1.774119,0.5270307,-0.2384356,1.620151E+09,2977,2988.733
3.145815,1,-0.210672,-1.490826,-1.997813,1.619483E+09,2918.15,3045.683
1.382777,1,-0.3521069,0.4413632,0.701076,1.619364E+09,3049.973,3202.033
7.242868,1,0.5851724,1.427359,1.220819,1.619836E+09,3015.919,2894.911
8.453698,1,1.013685,-0.06628188,-0.850924,1.619514E+09,3054.263,3073.465
3.236729,1,-0.02256943,1.605023,-0.5636078,1.619186E+09,2984.335,3053.925
0.3038703,1,-0.9031549,-0.8478208,0.2772344,1.620194E+09,3043.879,2868.573
9.07564,1,0.907773,1.042177,0.9707189,1.620591E+09,3148.787,2974.996
3.800086,1,1.161943,-0.3061506,0.9526308,1.620117E+09,3006.017,3031.42
7.804776,1,-0.4579534,-0.7920915,-0.3969533,1.618931E+09,2915.099,3040.655
15.20301,1,0.9279566,1.421659,-0.002195472,1.619874E+09,3233.969,3099.442
2.773736,1,-2.102935,-0.1542551,-0.3669246,1.619605E+09,2987.88,3085.577
5.454792,1,-1.677167,-0.1316846,0.03989519,1.619156E+09,2804.979,3019.713
4.91975,1,1.765656,-0.8848119,1.830764,1.620307E+09,3053.871,3083.433
12.55599,1,0.7944474,1.713451,-1.105305,1.619137E+09,3169.352,3084.679
0.09246287,1,-0.4838696,0.1593627,-0.9704792,1.619347E+09,2920.903,3195.411
10.33681,1,1.928359,2.105014,-1.333301,1.62039E+09,2892.474,2785.074
3.635521,1,-0.3841162,-0.2940011,0.7470066,1.620386E+09,2939.212,3097.112
3.383151,1,-1.586677,-0.6588202,-1.213379,1.619549E+09,3075.44,3114.506
2.906288,1,0.2143017,-0.4988536,0.7260075,1.619037E+09,3045.348,2947.46
